laptop_ID;Company;Product;TypeName;ScreenResolution;Cpu;Ram;Memory;Gpu;Gpu_Intel;OpSys;Weight;Rating;Price_euros
762;HP;15-ba043na (A12-9700P/8GB/2TB/W10);Notebook;1366x768;AMD A12-Series 9700P 2.5GHz;8;2048;AMD Radeon R7 Graphics;no;Windows 10;2,04;9,6;629
763;Dell;Inspiron 7567;Gaming;Other;Intel Core i7 7700HQ 2.8GHz;16;512;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,62;6,6;1679
764;Lenovo;IdeaPad 310-15IKB;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1024;Nvidia GeForce 920M;no;Windows 10;2,4;8,6;609
765;HP;Omen 17-an012dx;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1024;AMD Radeon RX 580;no;Windows 10;3,74;5;1749
766;MSI;GE72MVR 7RG;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1536;Nvidia GeForce GTX 1070;no;Windows 10;2,9;0;2415
767;Samsung;Notebook 9;Ultrabook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;0,81;10;1499
768;Dell;Vostro 5568;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1024;Nvidia GeForce GT 940MX;no;Windows 10;1,98;5,8;961
769;Dell;Vostro 3568;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;AMD Radeon R5 M420;no;Windows 10;2,18;9,8;789,81
770;Lenovo;Thinkpad T470s;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,32;5,9;1859
771;Razer;Blade Stealth;Ultrabook;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.5GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,29;3,5;1799
772;HP;Chromebook 11;Netbook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16;Intel HD Graphics 400;yes;Chrome OS;1,23;8,6;385
773;Dell;Alienware 17;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1152;Nvidia GeForce GTX 1060;no;Windows 10;4,36;7,1;2505,02
774;Dell;Latitude 3480;Notebook;1366x768;Intel Core i5 6200U 2.3GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,76;6;755
775;Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;1366x768;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;2,1;6,6;489,9
776;Toshiba;Tecra X40-D-10Z;Ultrabook;1366x768;Intel Core i5 7200U 2.5GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,25;8,1;1090
777;Lenovo;Thinkpad X1;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,13;6,5;2499
778;MSI;GL62M 7RD;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256;Nvidia GeForce GTX 1050;no;Windows 10;2,4;0;1199
779;Lenovo;ThinkPad X1;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,13;8,9;1875
780;Toshiba;Satellite Pro;Notebook;1366x768;Intel Pentium Dual Core 4405U 2.1GHz;4;128;Intel HD Graphics 510;yes;Windows 10;1,75;6,4;499
781;Asus;ZenBook Flip;2 in 1 Convertible;Other;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,1;6,9;1358
782;Dell;Latitude 3480;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,76;5,2;585
783;Acer;Chromebook 11;Netbook;Other;Intel Celeron Dual Core N3060 1.6GHz;4;32;Intel HD Graphics 400;yes;Chrome OS;1,35;8,7;355
784;Acer;Swift 3;Notebook;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;128;Intel HD Graphics 620;yes;Windows 10;1,5;8,1;619
785;Razer;Blade Pro;Gaming;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32;512;Nvidia GeForce GTX 1080;no;Windows 10;3,49;3,1;5499
786;Lenovo;Thinkpad X1;Ultrabook;Other;Intel Core i7 6600U 2.6GHz;16;512;Intel HD Graphics 520;yes;Windows 10;1,1;6,6;2099
787;Asus;VivoBook Max;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1024;Nvidia GeForce 920;no;Linux;2,1;7,9;519
788;Lenovo;Thinkpad T460;Notebook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,7;6,8;1186
789;Lenovo;ThinkPad T470s;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,32;5,9;1650
790;Dell;Alienware 15;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;3,21;8,2;2774,63
791;Asus;Rog GL702VS-BA023T;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;2,9;9,1;2419
792;Toshiba;Satellite Pro;Notebook;1366x768;Intel Core i3 7100U 2.4GHz;4;500;Intel HD Graphics 620;yes;Windows 10;2;7;669
793;Lenovo;N42-20 Chromebook;Notebook;1366x768;Intel Celeron Quad Core N3160 1.6GHz;4;16;Intel HD Graphics 400;yes;Chrome OS;1,5;9,3;325
794;Asus;R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10);Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128;Intel HD Graphics 620;yes;Windows 10;2,3;7,1;590
795;Asus;Rog GL702VM-GC017T;Gaming;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;1536;Nvidia GeForce GTX 1060;no;Windows 10;2,73;5,2;1799
796;Dell;Alienware 17;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32;1536;Nvidia GeForce GTX 1070;no;Windows 10;4,42;8,7;3072,89
797;HP;ProBook 470;Notebook;1600x900;Intel Core i5 7200U 2.5GHz;8;1024;Nvidia GeForce 930MX;no;Windows 10;2,63;8,4;910
798;Dell;Vostro 3568;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;128;Intel HD Graphics 620;yes;Windows 10;2,18;5,5;713,99
799;HP;EliteBook 840;Ultrabook;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512;Intel HD Graphics 520;yes;Windows 7;1,54;8;1870
800;Dell;Vostro 3568;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;256;AMD Radeon R5 M420;no;Windows 10;2,18;5,5;739
801;HP;Chromebook X360;2 in 1 Convertible;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32;Intel HD Graphics 500;yes;Chrome OS;1,4;6,7;615
802;Asus;ZenBook UX310UQ-GL026T;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;512;Nvidia GeForce 940M;no;Windows 10;1,45;9,5;1026
803;HP;EliteBook x360;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,28;7,1;2277
804;HP;EliteBook 840;Ultrabook;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512;Intel HD Graphics 520;yes;Windows 10;1,54;5,1;1468
805;Asus;Rog GL502VM-DS74;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1152;Nvidia GeForce GTX 1060;no;Windows 10;2,1;5,4;1899
806;Dell;Inspiron 5767;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1024;AMD Radeon R7 M445;no;Linux;2,83;8,7;865
807;Lenovo;ThinkPad T470p;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia GeForce GT 940MX;no;Windows 10;1,96;7,6;1903
808;Asus;K556UR-DM621T (i7-7500U/8GB/256GB/GeForce;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Nvidia GeForce GTX 930MX;no;Windows 10;2,3;7,6;787
809;Dell;Latitude 5580;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128;Intel HD Graphics 620;yes;Windows 10;1,9;8,5;945
810;Asus;X541NA (N4200/4GB/1TB/W10);Notebook;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1024;Intel HD Graphics 505;yes;Windows 10;2;9,3;449
811;HP;EliteBook x360;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i7 7600U 2.8GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,28;9,2;2559
812;Dell;Inspiron 5368;Notebook;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8;1024;Intel HD Graphics 520;yes;Windows 10;1,62;5,5;649
813;Lenovo;ThinkPad E570;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 620;yes;Windows 10;2,3;8,3;850,66
814;HP;EliteBook 850;Notebook;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256;AMD Radeon R7 M465;no;Windows 10;1,84;8,4;1349
815;Toshiba;Portege X30-D-10X;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,05;8,8;1285
816;Dell;XPS 13;Ultrabook;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7660U 2.5GHz;16;512;Intel Iris Plus Graphics 640;yes;Windows 10;1,29;6,4;2240
817;HP;Probook 450;Notebook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500;Intel HD Graphics 520;yes;Windows 10;2,07;9,8;910
818;Toshiba;Portégé Z30-C-188;Ultrabook;1366x768;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,2;6,3;1095
819;Lenovo;ThinkPad Yoga;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,37;8,8;1950
820;Acer;TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10);Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,56;5,9;902
821;Dell;Precision 3520;Workstation;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1024;Nvidia Quadro M620;no;Windows 10;2,23;7,2;1778
822;Lenovo;ThinkPad L570;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;500;Intel HD Graphics 620;yes;Windows 10;2,38;7,1;1055
823;Toshiba;Tecra A50-D-11D;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2;9,8;1388
824;Lenovo;Thinkpad 13;Notebook;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;180;Intel HD Graphics 620;yes;Windows 10;1,44;8,9;735
825;Samsung;Notebook 9;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256;Nvidia GeForce 940MX;no;Windows 10;1,23;8,9;1849
826;Dell;Latitude 7280;Ultrabook;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,6;5,9;1690
827;Asus;X541NA-GO121 (N4200/4GB/1TB/Linux);Notebook;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1024;Intel HD Graphics 505;yes;Linux;2;5,2;398,99
828;Xiaomi;Mi Notebook;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256;Nvidia GeForce 940MX;no;Windows 10;1,28;6,5;935
829;Dell;Vostro 5568;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1152;Nvidia GeForce 940MX;no;Windows 10;2,18;5,4;912,5
830;HP;ProBook 450;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256;Intel HD Graphics 620;yes;Windows 10;2,04;5,9;839
831;HP;EliteBook x360;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4;256;Intel HD Graphics 620;yes;Windows 10;1,28;8,9;1700
832;HP;Pavilion x360;2 in 1 Convertible;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;4;500;Intel HD Graphics 620;yes;Windows 10;2,3;5,1;684,8
833;Asus;VivoBook L402NA;Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,65;6,4;348
834;Lenovo;IdeaPad 510-15ISK;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;1024;Nvidia GeForce 940MX;no;Windows 10;2,2;7,3;669
835;Dell;Inspiron 3552;Notebook;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;500;Intel HD Graphics;yes;Windows 10;2,2;7;369
836;HP;EliteBook x360;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4;256;Intel HD Graphics 620;yes;Windows 10;1,28;6,3;1799
837;Dell;Vostro 3568;Notebook;1366x768;Intel Core i3 6006U 2.0GHz;4;1024;AMD Radeon R5 M420X;no;Linux;2,18;7,7;455,7
838;Asus;Rog GL753VD-GC082T;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;12;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,2;5,3;1369,9
839;Acer;Chromebook C731-C78G;Netbook;Other;Intel Celeron Dual Core N3060 1.6GHz;4;32;Intel HD Graphics 400;yes;Chrome OS;1,25;7;297
840;Lenovo;IdeaPad 110-17ACL;Notebook;1600x900;AMD A4-Series 7210 2.2GHz;4;500;AMD Radeon R3;no;Windows 10;2,8;6,9;379
841;HP;Probook 640;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,95;5;1265
842;HP;Envy x360;2 in 1 Convertible;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16;256;Intel HD Graphics 620;yes;Windows 10;1,42;8,3;1399
843;Samsung;Notebook 9;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,17;6,6;1699
844;Lenovo;ThinkPad T470s;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,32;6,2;1799
845;MSI;GS73VR Stealth;Gaming;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16;2560;Nvidia GeForce GTX 1060;no;Windows 10;2,43;0;2649
846;Toshiba;Portege X30-D-10V;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,05;6,5;1475
847;Dell;Inspiron 7567;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1024;Nvidia GeForce GTX 1050Ti;no;Linux;2,62;5,2;929
848;HP;ProBook 450;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1024;Nvidia GeForce 930MX;no;Windows 10;2,04;9,4;900
849;Dell;Vostro 3568;Notebook;1366x768;Intel Core i3 6006U 2.0GHz;4;1024;AMD Radeon R5 M420X;no;Windows 10;2,18;7,9;614
850;Dell;Latitude 5580;Notebook;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;500;Intel HD Graphics 620;yes;Windows 10;1,9;9,2;935
851;Dell;XPS 13;2 in 1 Convertible;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7Y75 1.3GHz;8;512;Intel HD Graphics 615;yes;Windows 10;1,24;6,4;2013,1
852;Asus;G701VO-IH74K (i7-6820HK/32GB/2x;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32;512;Nvidia GeForce GTX 980M;no;Windows 10;3,58;9,6;1279
853;Dell;XPS 13;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;16;256;Intel HD Graphics 615;yes;Windows 10;1,22;6,6;1649
854;Lenovo;ThinkPad X1;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,13;8;2049
855;Lenovo;ThinkPad T570;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,95;5,8;1962,99
856;LG;Gram 15Z970;Ultrabook;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,08;5;2099
857;HP;Elitebook 820;Netbook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,26;6,9;1483
858;Acer;Chromebook CB5-571-C1DZ;Notebook;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core 3205U 1.5GHz;4;16;Intel HD Graphics;yes;Chrome OS;2,2;9,6;359
859;Lenovo;IdeaPad Y700-15ISK;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;1152;Nvidia GeForce GTX 960M;no;Windows 10;2,6;8,8;789
860;LG;Gram 14Z970;Ultrabook;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;0,98;6,8;1899
861;Dell;Latitude 5480;Notebook;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,6;5,3;1205
862;HP;Elitebook Folio;Ultrabook;4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8;240;Intel HD Graphics 515;yes;Windows 10;1,09;6,1;3100
863;Lenovo;IdeaPad 510-15IKB;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6;256;Nvidia GeForce 940MX;no;Windows 10;2,2;7,2;789
864;HP;ProBook 450;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Nvidia GeForce 930MX;no;Windows 10;2,04;8,6;1018,99
865;Acer;Aspire E5-575;Notebook;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;1024;Intel HD Graphics 620;yes;Windows 10;2,4;5,6;499
866;Lenovo;ThinkPad 13;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,44;6,3;881
867;HP;Probook 430;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,49;8,2;960
868;MSI;GE72VR 6RF;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,7;0;1599
869;Dell;Inspiron 7567;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1152;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,6;7,5;1349
870;MSI;GL62M 7RD;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,2;0;1119,91
871;Dell;Vostro 3568;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;1024;AMD Radeon R5 M420;no;Windows 10;2,18;9,8;684,99
872;HP;EliteBook 850;Ultrabook;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256;AMD Radeon R7 M365X;no;Windows 10;1,84;5;1296,99
873;HP;Envy 13-AB077cl;Ultrabook;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,39;9,4;1149
874;Toshiba;Tecra Z50-C-140;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16;256;Nvidia GeForce 930M;no;Windows 10;2,4;9,9;1975
875;Lenovo;ThinkPad Yoga;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,37;6,1;1825
876;Dell;Latitude 3580;Notebook;1366x768;Intel Core i5 6200U 2.3GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,95;7,1;729,9
877;Lenovo;Thinkpad X270;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,36;6,9;1650
878;HP;Probook 650;Notebook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 10;2,31;7,6;1165
879;Dell;Vostro 3568;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;1024;Intel HD Graphics 620;yes;Windows 10;2,18;6,7;708,06
880;HP;ProBook 640;Notebook;1366x768;Intel Core i5 6200U 2.3GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,95;7,2;1149
881;Lenovo;IdeaPad 320-15IAP;Notebook;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1024;Intel HD Graphics 505;yes;Windows 10;2,2;5,9;309
882;HP;EliteBook 820;Ultrabook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,26;5;1579
883;Lenovo;Yoga 900-13ISK;2 in 1 Convertible;Other;Intel Core i7 6560U 2.2GHz;16;1024;Intel Iris Graphics 540;yes;Windows 10;1,3;5,6;1799
884;Toshiba;Tecra Z40-C-12X;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128;Intel HD Graphics 520;yes;Windows 10;1,47;6,1;1105
885;HP;EliteBook 820;Netbook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,26;8,4;1669
886;Dell;Vostro 3568;Notebook;1366x768;Intel Core i3 6006U 2.0GHz;4;1024;Intel HD Graphics 520;yes;Windows 10;2,18;7,7;558,6
887;MSI;GP62M Leopard;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,2;0;1199
888;Dell;Latitude 7480;Ultrabook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,36;8,4;1639
889;Dell;Alienware 17;Gaming;Other;Intel Core i7 6820HK 2.7GHz;16;1536;Nvidia GeForce GTX 1080;no;Windows 10;4,36;6,9;2758
890;HP;Omen 17-W006na;Gaming;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;1152;Nvidia GeForce GTX 965M;no;Windows 10;2,75;7,4;1399
891;Asus;X751SV-TY001T (N3710/4GB/1TB/GeForce;Notebook;1600x900;Intel Pentium Quad Core N3710 1.6GHz;4;1024;Nvidia GeForce 920MX;no;Windows 10;2,8;7,2;530
892;Acer;TravelMate P259-G2;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;500;Intel HD Graphics 620;yes;Windows 10;2,23;9,7;619
893;Toshiba;Tecra A50-C-1ZV;Notebook;1366x768;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 10;2,2;5,8;1119
894;Lenovo;Yoga 700-11ISK;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core M m7-6Y75 1.2GHz;8;256;Intel HD Graphics 515;yes;Windows 10;1,1;7,9;1299
895;Lenovo;IdeaPad Y700-15ACZ;Gaming;IPS Panel Full HD 1920x1080;AMD FX 8800P 2.1GHz;16;1536;AMD Radeon R9 M385;no;Windows 10;2,5;7;999
896;Dell;Latitude 7280;Ultrabook;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics;yes;Windows 10;1,36;5,5;1472,2
897;Dell;Insprion 5767;Notebook;1600x900;Intel Core i3 6006U 2.0GHz;4;1024;AMD Radeon R7 M445;no;Windows 10;2,36;7,9;659
898;Acer;Chromebook 14;Notebook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32;Intel HD Graphics 400;yes;Chrome OS;1,68;5,6;349
899;HP;ZBook Studio;Workstation;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;8;8;Nvidia Quadro M1000M;no;Windows 10;2;9,6;2249
900;Dell;Latitude 7480;Ultrabook;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,36;5,7;1775
901;Toshiba;Portege Z30-C-1CW;Notebook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 7;1,2;9,3;1460
902;Asus;Chromebook Flip;2 in 1 Convertible;Full HD 1920x1080;Intel Core M M7-6Y75 1.2GHz;8;64;Intel HD Graphics 515;yes;Chrome OS;1,2;6,1;1159
903;Lenovo;Thinkpad T460;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,7;7,3;1488,99
904;Dell;Alienware 17;Gaming;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;1536;Nvidia GeForce GTX 1070;no;Windows 10;4,36;9,9;3154
905;Dell;XPS 13;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 7Y54 1.2GHz;8;256;Intel HD Graphics 615;yes;Windows 10;1,24;5,5;1899
906;HP;ProBook x360;2 in 1 Convertible;Touchscreen 1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;256;Intel HD Graphics 505;yes;Windows 10;1,45;9,6;775
907;Dell;XPS 13;Ultrabook;Other;Intel Core i7 6500U 2.5GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,3;8,9;1268
908;Acer;Chromebook C738T-C2EJ;2 in 1 Convertible;Other;Intel Celeron Dual Core N3060 1.6GHz;4;32;Intel HD Graphics 400;yes;Chrome OS;1,25;5,8;389
909;Toshiba;Portege Z30-C-16Z;Notebook;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,2;9,3;1535
910;Lenovo;ThinkPad X270;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,36;5,1;1760
911;Acer;Aspire F5-573G-510L;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;12;1152;Nvidia GeForce GTX 950M;no;Windows 10;2,4;10;1009
912;Toshiba;Portege X20W-D-10V;Ultrabook;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,1;5,6;1790
913;HP;ProBook 450;Notebook;1366x768;Intel Core i5 7200U 2.50GHz;8;1024;Nvidia GeForce 930MX;no;Windows 10;2,04;6;846,5
